pincode,circle,region,division,offices
731244,West bengal circle,Kolkata Region,Birbhum Division,"Budhigram BO, Debiparulia BO, Tentulia BO, Bishnupur SO Birbhum"
731245,West bengal circle,Kolkata Region,Birbhum Division,"Begunia BO, Birchandrapur BO, Ghoshgram BO, Khemedda BO, Pakhuria BO, Sanakpur BO, Turigram BO, Dakshingram SO"
731301,West bengal circle,Kolkata Region,Birbhum Division,"Barha BO, Belhati BO, Charkolgram BO, Mohanpur BO, Pakurhans BO, Sauta BO, Uchkaran BO, Ukrandi BO, ChNanoor SO"
731302,West bengal circle,Kolkata Region,Birbhum Division,"Aligram BO, Brahmandihi BO, Brahmanpara BO, Daronda Ranipara BO, Daskalgram BO, Debagram Anaipur BO, Dhrubabati BO, Fewgram BO, Koreya BO, Nurpur BO, Palsa BO, Patnil BO, Kirnahar SO"
731303,West bengal circle,Kolkata Region,Birbhum Division,"Abadanga BO, Bhalas BO, Bipratikuri BO, Dwarka BO, Gopalpur BO, Indus BO, Ishakpur BO, Kamadpur BO, Kuniara BO, Kurumba BO, Maheshpur BO, Purbakadipur BO, Tatinapara BO, Thiba BO, Labpur SO, Labpur Mastali SO"
731304,West bengal circle,Kolkata Region,Birbhum Division,"BUNIA BO, BHATRA BO, PUSHULIA BO, KAZIPARA BO, LANGALHATA BO, KURUNNAHAR SO"
732101,West Bengal Circle,North Bengal Region,Malda Division,"Malda HO, Baluchar SO, Bansbari SO, District School Board SO Malda, Malda Court SO, Mirchak SO, Netaji Subhas Road SO, Rabindra Avenue SO, Rathbari SO, Sarbamangalapally SO"
732102,West Bengal Circle,North Bengal Region,Malda Division,"Jhaljhalia Railway Colony SO, Bairgachi BO, Dakshin Alinagar BO, Haripur BO, Kadamtali BO, Katlamari BO, Koilabad BO, Kumarganj RS BO, Kutubganj BO, Kutubsahar BO, Mahakalbona BO, Maharajpur BO, Maliha BO, Pirganj BO, Rajadighi BO, Rajapur BO, Raninagar BO, Sambalpur Tal BO"
732103,West bengal circle,North Bengal Region,Malda Division,"Gour BO, Kajigram Chandipur BO, Mukdumpur SO, Kamalabari BO, Kanchantar BO, Rajbati Ramnagar BO, Fulbari BO"
732121,West Bengal Circle,North Bengal Region,Malda Division,"Aiho SO, Gandhinagar BO, Gouramari BO, Mahadevpur BO, Sirshi BO"
732122,West Bengal Circle,North Bengal Region,Malda Division,"Bulbulchandi SO, Agra Harishchandrapur BO, Gopalpurhat BO, Habibpur BO, Jagjibanpur BO, Kanturka BO, Kendpukur BO, Khoribari BO, Kotalpur BO, Manikora BO, Nakail BO, Singabad BO"
732123,West Bengal Circle,North Bengal Region,Malda Division,"Chanchal SO, Arbora BO, Bhingole BO, Birosthali BO, Debiganj BO, Hatinda BO, Hazarat Jalalpur BO, Ishadpur BO, Ismailpur BO, Jagannathpur Maltola BO, Malatipur BO, Malikan BO, Mallikpara BO, Paraninagar BO, Rasulpur BO, Sadarpur BO, Serpur Mukdumpur BO, Singhia BO"
732124,West Bengal Circle,North Bengal Region,Malda Division,"Gajol SO, Ahora BO, Akalpur BO, Arjunpur BO, Babupur BO, Badnagra BO, Bagsarai BO, Deotala BO, Dhaoel BO, Hatimari BO, Ichahar BO, Katikandar BO, Katna BO, Khanta BO, Lakshmipur BO, Malipara BO, Mayna BO, Molladighi BO, Mudapur BO, Panchpara BO, Parail BO, Salaidanga BO, Shivajinagar BO, Taherpur BO"
732125,West Bengal Circle,North Bengal Region,Malda Division,"Harishchandrapur SO, Baghua BO, Bansdol Daulatpur BO, Barduary BO, Bhaluka Bazar BO, Dahua BO, Daulatnagar BO, Dhangara BO, Fatehpur BO, Hardamnagar BO, Jagannathpur BO, Kariali BO, Khopakati BO, Mahanandatola BO, Mahendrapur BO, Malior BO, Maniknagar BO, Miahat BO, Milangarh BO, New Sadlichak BO, Pipla BO, Sambalpur BO, Sultannagar BO, Talbangrua BO, Talgachhi BO, Talgramhat BO, Talsur BO, Harishchandrapur Bazar BO"
732126,West Bengal Circle,North Bengal Region,Malda Division,"Kaligaon SO, Bheba BO, Chandrapara BO, Galimpur BO, Goalpara BO, Kushmai BO, Motiharpur BO, Mulaibari BO, Naikanda BO, Noorganj BO, Santoshpur BO, Kharba BO"
732127,West Bengal Circle,North Bengal Region,Malda Division,"Khejuriaghat SO, Chamagram BO, Charbabupur BO, Gurutola BO, Palgachhi BO"
732128,West Bengal Circle,North Bengal Region,Malda Division,"Old Malda SO, Adina Station BO, Alal BO, Balia Nawabganj BO, Barkol BO, Budhia BO, Dhumadighi BO, Harkharkha BO, Jharpukhuria BO, Jote Basanta BO, Magurai BO, Arapur BO"
732138,West Bengal Circle,North Bengal Region,Malda Division,"Pakuahat SO, Ahil BO, Araji Jalsa BO, Asrafpur BO, Binodpur BO, Dalla Madhyapara BO, Dharmadanga BO, Dighalbar BO, Dohil BO, Jagdala BO, Kamaldanga BO, Khutadaha BO, Masheshpur BO, Pannapur BO, Parbatidanga BO, Patul BO, Purba Ranipur BO, Rahutara BO, Sapmari BO, Bamongola BO"
