pincode,circle,region,division,offices
723128,West Bengal Circle,South Bengal Region,Purulia Division,"Balakdih SO, Banjora BO, Bansa BO, Bijoydih BO, Bundwan Uttar BO, Chandra BO, Damda BO, Dhakakendu BO, Gopalnagar BO, Jabla BO, Jambad BO, Jangidiri BO, Jitujuri BO, Konapara BO, Kuda BO, Kuruktopa BO, Mahara BO, Majhihira BO, Matha BO, Metyala BO, Mohandih BO, Pirrah BO, Rajnowagarh BO, Simultard BO, Panipathar BO"
723129,West Bengal Circle,South Bengal Region,Purulia Division,"Bundwan SO, Dhabani Radhamohanpur BO, Agaibil BO, Ankro BO, Barakadam BO, Chhirudi Radhanagar BO, Dhadka BO, Gangamanna BO, Hetyakole BO, Jitan BO, Kuilapal BO, Kumra BO, Kunchia BO, Lata BO, Mamro BO, Pargelia BO, Rajagram BO, Sagasupurari BO"
723130,West bengal circle,South Bengal Region,Purulia Division,"Agardih BO, Bishpuria BO, Hura SO Puruliya, Chatumadar BO, Chhirudi Chandanpur BO, Dhabani BO, Hadalda BO, Kaliabasa BO, Kustore BO, Lara BO, Mehi BO, Mekhyada BO, Nayadih BO, Pabrapahari BO, Rakab BO, Rakhera BO, Tanginayada BO, Chakalta BO, Daldali BO, Manguria Lalpur BO, Dhengakend BO"
723131,West Bengal Circle,South Bengal Region,Purulia Division,"Manbazar SO, Bamni BO, Bargoria BO, Bari BO, Belgoria BO, Bishri BO, Boro BO, Chhota Sagan BO, Dangardih BO, Dhagora BO, Dighi BO, Jamtoria BO, Jawrah BO, Jharbagda BO, Jorabari BO, Kashidih BO, Khiriduara BO, Kumari BO, Kurarbaid BO, Kutni BO, Pairachali BO, Pealsole BO, Pedda BO, Penchara BO, Pirorgoria BO, Polmi BO, Purdaha BO, Ratiakocha BO, Sindhraidih BO, Taldabra BO, Shyampur BO, Raibandh BO, Tarabari BO"
723132,West Bengal Circle,South Bengal Region,Purulia Division,"Panchakotraj SO, Bansraya BO, Damankiary BO, Gamarkuri BO, Malancha BO, Seja BO, Simla BO, Tara BO"
723133,West Bengal Circle,South Bengal Region,Purulia Division,"Raghunathpur SO Puruliya, Agaibari BO, Babugram BO, Bhurkundabari BO, Godibera BO, Gorsika BO, Gunera BO, Madhutati BO, Mangalda BO, Marbedia BO, Naragoria BO, Nildih BO, Nutandih BO, Rakshatpur BO, Santuri BO, Upansankra BO"
723142,West Bengal Circle,South Bengal Region,Purulia Division,"Ramchandrapur Ashram SO, Ramkanali BO"
723143,West Bengal Circle,South Bengal Region,Purulia Division,"Rangadih SO, Matha Forest BO, Berada BO, Bhabanipur BO, Bhikari Chelyama BO, Biramdih BO, Dhanudih BO, Ekra BO, Gerua BO, Kurni BO, Namsole BO, Nekra BO, Radha Gobindapur BO, Salboni BO, Shyamnagar BO, Supurdih BO, Tentlow BO"
723145,West Bengal Circle,South Bengal Region,Purulia Division,"Santaldih SO, Chatarmahul BO, Bogra BO, Achkoda BO, Barrah BO, Ichhar BO, Joradih BO, Moutore BO, Nanduka BO, Rukni BO, Baragoria BO"
723146,West Bengal Circle,South Bengal Region,Purulia Division,"Santaldih TP SO, Bahara BO, Chelyama BO, Deoli BO"
723147,West Bengal Circle,South Bengal Region,Purulia Division,"Vivekananda Nagar SO, Bagalmari BO, Baghra BO, Chharrah BO, Dumdumi BO, Golamara BO, Pirorgoria BO"
723148,West Bengal Circle,South Bengal Region,Purulia Division,"Hutmura SO, Anaijambad BO, Arjunjora BO, Banbaligara BO, Bhangra BO, Chanchra BO, Chepra BO, Dapang BO, Haramjanga BO, Kudlung BO, Sindurpur BO, Khairipihira Rangadih BO, Bagdisha BO, Lodhurka BO, Kulabahal BO, Jabarrah BO, Batikara BO, Deshra BO"
723149,West Bengal Circle,South Bengal Region,Purulia Division,"Manguria SO, Belkuri BO, Chainpur BO, Chakra BO, Ghanga BO, Kukurgoria BO, Lagda BO, Nadiara BO, Natua BO, Senera Amra BO, Sihali BO, Baligara BO, Raghabpur BO"
723151,West Bengal Circle,South Bengal Region,Purulia Division,"Puncha SO, Badra BO, Bagda BO, Bhagabandh BO, Bhutam BO, Gholkurd BO, Gopalpur BO, Kundurka BO, Lakhra BO, Loulara BO, Menidih BO, Napara BO, Napara Baragram BO, Pakbirra BO, Tatari BO"
723152,West Bengal Circle,South Bengal Region,Purulia Division,"Bagmundi SO, Ajodhya Hill BO, Birgram BO, Burda BO, Charida BO, Dava Torang BO, Ghorabandha Sindri BO, Hurumda BO, Koreng BO, Kushaldih BO, Madla BO, Pathardih BO, Ranga BO, Shaharjuri BO, Uttamdih BO"
723153,West Bengal Circle,South Bengal Region,Purulia Division,"Kantadih SO, Ghatbera BO, Bara Urma BO, Chatuhansa BO, Mudali BO, Patuara BO, Puara BO, Raigara BO, Raotora Bhagabandh BO, Sagma BO, Suklara BO"
723154,West Bengal Circle,South Bengal Region,Purulia Division,"Sirkabad SO, Aharrah BO, Hensla BO, Jhunjka BO, Satra BO, Thumba Jhalda BO"
723155,West Bengal Circle,South Bengal Region,Purulia Division,"Para SO, Bhawridih BO, Chitra BO, Dubra BO, Sankra BO, Tentulhiti BO, Udaipur BO"
723156,West Bengal Circle,South Bengal Region,Purulia Division,"Murardih SO, Talberia BO"
723201,West bengal circle,South Bengal Region,Purulia Division,"Arsha BO, Barabendya BO, Barametyala BO, Chapaitard BO, Durma BO, Hargara BO, Hatimuri BO, Hinjuri Shyampur BO, Kadampur BO, Pipratard BO, Rangamati BO, Srirampur BO, Tanasi BO, Tatuara BO, Thakursima BO, Tunta BO, Uparbatri BO, Uparjari BO, Uparkahan BO, Garjaipur SO"
723202,West Bengal Circle,South Bengal Region,Purulia Division,"Jhalda SO, Bagbinda BO, Begunkodar BO, Brajapur BO, Chekya BO, Durgi BO, Goria BO, Hensahatu BO, Hetgugui BO, Ichag BO, Kalma BO, Khamar BO, Mahatomara BO, Mosina BO, Murguma BO, Pandua BO, Pathjhalda BO, Rigid BO"
723212,West Bengal Circle,South Bengal Region,Purulia Division,"Tulin SO, Atna BO, Darpa BO, Gagi BO, Iloo BO, Jargo BO, Kalimati BO, Karmadih BO, Nowadhi BO, Pathahensal BO, Pusti BO, Ratiadih Nowadih BO, Sarengdih BO, Saridih BO, Suisa BO, Torang BO, Tunturi BO"
723213,West Bengal Circle,South Bengal Region,Purulia Division,"Jiudaru SO, Bamnia BO, Bararola BO, Dumru BO, Ghagra BO, Karkara BO, Karmatard BO, Khatanga BO, Kochahatu BO, Majhidih BO, Mutukura BO, Nowahatu BO, Oldih BO, Ropo BO, Sidhi BO, Simni BO, Timangda BO"
723215,West Bengal Circle,South Bengal Region,Purulia Division,"Baglata SO, Chitmu BO, Chowkibera BO, Pundag BO"
731101,West Bengal Circle,Kolkata Region,Birbhum Division,"Suri HO, BCollectorate SO, Baruipara SO Birbhum, Pranabanandapally SO, Sonatoresuri SO, Suri Dist School Board SO, Suribazar SO, Suricollege SO"
731102,West bengal circle,Kolkata Region,Birbhum Division,"Bhurkuna BO, Chakdaha BO, Changuria BO, Haraipur BO, Januri BO, Kanspai BO, Mohubona BO, Panuria BO, Hatjanbazar SO"
731103,West Bengal Circle,Kolkata Region,Birbhum Division,"Barabagan SO, Baraalunda BO, Baram BO, Itagoria BO, Junidpur BO, Khantanga BO, Kukhudihi BO, Langulia BO, Narasinghapur BO"
731104,West Bengal Circle,Kolkata Region,Birbhum Division,"BkTPP SO, Chinpai BO, Sahapur BO, Tapaspur BO"
731121,West bengal circle,Kolkata Region,Birbhum Division,"Bansanka BO, Batikar BO, Gargaria BO, Kanserhat BO, Kurmitha BO, Mangaldihi BO, Netaipur BO, Panrui BO, Sikarpur BO, Talibpur BO, Abinashpur SO"
731123,West bengal circle,Kolkata Region,Birbhum Division,"Bakreswar BO, Balijuri BO, Joplai BO, Kukutia BO, Lakshmi Narayan Pur BO, Lokpur BO, Metela BO, Panditpur BO, Peruagopalpur BO, Rupaspur BO, Dubrajpur SO, Jangaldubrajpur SO"
731124,West bengal circle,Kolkata Region,Birbhum Division,"Delora BO, Ganra BO, Ghoratori BO, Janubazar BO, Jatra BO, Jhirul BO, Joydevkenduli BO, Kandighi BO, Khandagram BO, Kota BO, Loba BO, Niramoy Sanetorium Giridangaed BO, Pachhiara BO, Sirsha BO, Hetampur Rajbati SO"
731125,West bengal circle,Kolkata Region,Birbhum Division,"Babuijore BO, Barhra BO, Bhadulia BO, Geruapahari BO, Hazratpur BO, Jahidpur BO, Kankartala BO, Kendragoria BO, Nabasan BO, Nakrakonda BO, Pursundi BO, Rasa BO, Sagarbhanga BO, Khoyrasole SO"
