pincode,circle,region,division,offices
736165,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Pundibari SO, Chandanchaura BO, Chhoto Khairatibari BO, Dhangdhinguri BO, East Sakunibala BO, Holongerkuthi BO, Madhupur BO, Mara Nadir Kuthi BO, Patlakhawa BO, Rajarhat BO, Sajerpar Ghoramara BO, Sukhdhanerkuthi BO"
736167,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Sitaihat SO, Brahmottar Chatra BO, Chamta BO, Chorekhata BO, Dhumerkhata BO, Jatigara BO, Kajlikura BO, Kismat Adabari BO, Nakarjan BO, Panikhawa BO, Silduar BO"
736168,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Bamanhat SO, Chanderkuthi BO, Chowdhurihat BO, Durganagar BO, Hokadaha BO, Khatamari BO, Nandina BO, Sukarurkuthi BO, Tharaikhana BO"
736169,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Nigamnagar SO, Barasakdal BO, Kismat Dasgram BO, Kuchni BO, Rakhalmari BO, Tiadaha BO"
736170,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Ghughumari SO, Dudherkuthi Dewanbash BO, Guriahati BO, Kalika Bazar BO, Rashidanga BO, Tapurhat BO"
736171,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Ghoksadanga SO, Kalpani BO, Khattimari BO, Patakamari BO, Sutarpara BO, Unishbisha BO"
736172,West bengal circle,North Bengal Region,Cooch Behar Division,"Mahishmuri BO, Shibpur BO, Gossairhat Bandar SO, Baradhaperchatra BO, Barogodaikhora BO, Bhawairthana BO, Chhoto Salbari BO, Dewankot Jayduar BO, Madhyam Madhusudan BO"
736176,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Sahebganj SO Cooch Behar, Kalmati BO, Khochabari BO"
736179,West Bengal Circle,North Bengal Region,Cooch Behar Division,"New Cooch Behar SO, Khagrabari BO, Kharija Kakribari BO, Mahish Bathan BO, Takagachh BO"
736182,West Bengal Circle,North Bengal Region,Cooch Behar Division,"New Market Jaigaon SO, Jaigaon BO"
736201,West bengal circle,North Bengal Region,Cooch Behar Division,"Chuniajhora BO, Kaijali Basti BO, Kartik Choupathi BO, Raidak BO, Hatipotha SO"
736202,West bengal circle,North Bengal Region,Cooch Behar Division,"Brajerkuthi BO, Chikliguri BO, Dakshin Kamaskhyaguri BO, Dakshin Nararthali BO, Khoardanga BO, Lalchandpur BO, Marakhata BO, Purba Khalisamari BO, Telepara BO, Uttar Nararthali BO, Uttar Parokata BO, Kamaskhyaguri SO"
736203,West bengal circle,North Bengal Region,Cooch Behar Division,"Barodaldali BO, Hemaguri BO, Pukurigram BO, Kumargramduar SO"
736204,West bengal circle,North Bengal Region,Cooch Behar Division,"Dakshin Chakoakheti BO, Dakshin Kamsingram BO, Jaldapara BO, Jogendranagar BO, Kalabaria BO, Kalipur BO, Mathurabagan SO, Nathuatari BO, Salkumarhat BO, Shilbarihat BO, Sidhabari BO, Sonapur BO, Uttar Simlabari BO"
736205,West Bengal Circle,North Bengal Region,Cooch Behar Division,New Lands SO
736206,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Saontalpur SO, Bakla Schooldanga BO, Baniadabri BO, Baniagaon BO, Barachaukirbash BO, Chepani BO, Dakshin Mahakalguri BO, Damsibad BO, Dhaolajhora BO, Kadampur BO, Kohinoor Tea Estate BO, Panbari BO, Paschim Chepani BO, Taleshwarguri BO, Turturi BO"
736207,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Barobisha SO, Baruipara BO, Jorai BO, Purba Shalbari BO, Radhanagar BO, Rampur BO"
736208,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Salsalabari SO, Bhelukdabri BO, Bindipara BO, Dakshin Dhalkar BO, Jasodanga BO, Majidkhana BO, Tatpara BO, Uttar Shibkhata BO"
737101,West Bengal Circle,North Bengal Region,Sikkim Division,"Gangtok HO, Sichey Gaon SO"
737102,West Bengal Circle,North Bengal Region,Sikkim Division,"Tadong SO, Dhajey BO, Kupup BO, Kyanglasha BO, Lingdum BO, Pabyiok BO, Samdur BO, Sherathang BO, Deorali SO, SMUSikkim Manipal University"
737103,West Bengal Circle,North Bengal Region,Sikkim Division,"Rajbhawan SO East Sikkim, Bhusuk BO, Bojoghari BO, Lingdok BO, Luing BO, Penlong BO, Chongey BO, Tashiling SO"
737106,West Bengal Circle,North Bengal Region,Sikkim Division,"Pakyong SO, Bering BO, Changayshanti BO, Karthok BO, Linkey BO, Namcheybong BO, Pacheykhani BO, Tshalamthang BO, Pachey Sansung BO, Parkha BO"
737107,West Bengal Circle,North Bengal Region,Sikkim Division,"Dikchu SO, Gor BO, Lumlingthyang BO, Rakdong BO, Raley Khesey BO, Samdong BO"
737111,West Bengal Circle,North Bengal Region,Sikkim Division,"Gayzing SO, Arithang BO, Bhaluthang BO, Chingthang BO, Gerathang BO, Karjee BO, Legship BO, Lingchom BO, Rangship BO, Rinchenpong BO, Sinek BO, Tashiding BO, Yangtey BO, Yangthang BO"
737113,West Bengal Circle,North Bengal Region,Sikkim Division,"Pelling SO, Bermiok BO, Darap BO, Dentam BO, Hee Gaon BO, Kaluk BO, Karmatar BO, Khechuperi BO, Mechi Aching BO, Namphu BO, Radhu Khandu BO, Rimbi BO, Thingling BO, Uttarey BO, Yuksom BO"
737116,West Bengal Circle,North Bengal Region,Sikkim Division,"Mangan SO, Lingdem BO, Lingthem BO, Lower Dzongu BO, Manul BO, Men Rong Rong BO, Namok BO, Phamtam BO, Ramthang BO, Rangrang BO, Sangkalan BO, Singhik BO, Tingchim BO, Tingvong BO, Phudong BO, Kabi BO, Phensong BO"
737120,West Bengal Circle,North Bengal Region,Sikkim Division,"Chungthang SO, Lachen BO, Lachung BO, Naga BO, Shipgyare BO"
737121,West Bengal Circle,North Bengal Region,Sikkim Division,"Naya Bazar SO West Sikkim, Arubotay BO, Budang BO, Buriakhop BO, Chakung BO, Chumbong BO, Majitar BO, Malbasey BO, Okharey BO, Pipalay BO, Reshi BO, Sanchabarey Daramdim BO, Sanganath BO, Sombaria BO, Soreng BO, Sri Badam BO, Suldung BO, Takuthang BO, Tharpu BO, Tikpur BO, Timburbong BO, Zoom BO"
737126,West Bengal Circle,North Bengal Region,Sikkim Division,"Namchi SO, Assangthang BO, Damthang BO, Kitam BO, Maniram BO, Mic Khola BO, Nandugaon BO, Pabong BO, Perbing BO, Phalidara BO, Poklok BO, Rong BO, Shalghari BO, Singhithang BO, Sorok BO, Wok BO"
737128,West Bengal Circle,North Bengal Region,Sikkim Division,"Melli Bazar SO, Kerabari BO, Lungchuk BO, Manpur BO, Melli Dara BO, Payiong BO, Rateypani BO, Sadam BO, Sumbuk BO, Turuk BO"
737131,West Bengal Circle,North Bengal Region,Sikkim Division,"Rangli Bazar SO, Chujachen BO, Dalapchand BO, Latuk BO, Lingtam BO, North Regu BO, Phadamchen BO, Rolep BO, South Regu BO"
737132,West Bengal Circle,North Bengal Region,Sikkim Division,"Rangpo SO, Duga BO, East Pendam BO, Kateng Bokrang BO, Mamring BO, Maney Dara BO, Namthang BO, Turung BO, Upper Pendam BO"
